Command,Mode,Script,Application,Repository,Title
close tab,NULL,key(ctrl-w),Azure Data Studio,mystuff,NULL
find following <user.text>,NULL,"
key(ctrl-f)
sleep(100ms)
insert(text)
key(enter)
key(escape)",Azure Data Studio,mystuff,NULL
go to line,NULL,key(ctrl-g),Azure Data Studio,mystuff,NULL
toggle sidebar,NULL,key(ctrl-b),Azure Data Studio,mystuff,NULL
focus server,NULL,"user.vscode(""dataExplorer.servers.focus"")",Azure Data Studio,mystuff,NULL
new connection,NULL,"user.vscode(""registeredServers.addConnection"")",Azure Data Studio,mystuff,NULL
open connections,NULL,"user.vscode(""registeredServers.addConnection"")",Azure Data Studio,mystuff,NULL
toggle echo,NULL,user.toggle_echo(),global,sight-free-talon,NULL
echo this,NULL,"
key(ctrl-c)
sleep(0.1)
user.tts(clip.text())",global,sight-free-talon,NULL
echo no interrupt,NULL,"
key(ctrl-c)
sleep(0.1)
interrupt = false
user.tts(clip.text(), interrupt)",global,sight-free-talon,NULL
echo clipboard,NULL,user.tts(clip.text()),global,sight-free-talon,NULL
echo line,NULL,"
edit.select_line()
key(ctrl-c)
sleep(0.1)
user.tts(clip.text())",global,sight-free-talon,NULL
echo context,NULL,user.echo_context(true),global,sight-free-talon,NULL
toggle echo context,NULL,user.toggle_echo_context(),global,sight-free-talon,NULL
toggle echo all,NULL,user.toggle_echo_all(),global,sight-free-talon,NULL
echo tab level,NULL,"
key(ctrl-l)
sleep(0.1)
key(ctrl-c)
sleep(0.1)
level = user.indentation_level(clip.text())
user.tts(""{level}"")",global,sight-free-talon,NULL
toggle [screen] reader,NULL,user.toggle_reader(),global,sight-free-talon,NULL
toggle (key | keypress) sound,NULL,user.toggle_keypress_sound(),global,sight-free-talon,NULL
(switch | change) voice,NULL,user.switch_voice(),global,sight-free-talon,NULL
toggle braille,NULL,user.toggle_braille(),global,sight-free-talon,NULL
bar tree,NULL,"user.vscode(""workbench.view.extension.filetree"")",vscode,talon-filetree-commands,NULL
tree <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.toggleDirectoryOrOpenFile"", letters)",vscode,talon-filetree-commands,NULL
tree parent <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.closeParent"", letters)",vscode,talon-filetree-commands,NULL
tree <user.letters> <number>,NULL,"
user.run_rpc_command(""talon-filetree.expandDirectory"", letters, number)",vscode,talon-filetree-commands,NULL
tree collapse <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.expandDirectory"", letters, 0)",vscode,talon-filetree-commands,NULL
tree move <user.letters> to <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.moveFile"", letters_1, letters_2)",vscode,talon-filetree-commands,NULL
tree move <user.letters> [to] root,NULL,"
user.run_rpc_command(""talon-filetree.moveFile"", letters_1)",vscode,talon-filetree-commands,NULL
tree open <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.openFile"", letters)",vscode,talon-filetree-commands,NULL
tree rename <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.renameFile"", letters)",vscode,talon-filetree-commands,NULL
tree create <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.createFile"", letters)",vscode,talon-filetree-commands,NULL
tree delete <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.deleteFile"", letters)",vscode,talon-filetree-commands,NULL
tree collapse root,NULL,"
user.run_rpc_command(""talon-filetree.collapseRoot"")",vscode,talon-filetree-commands,NULL
tree select <user.letters>,NULL,"
user.run_rpc_command(""talon-filetree.select"", letters)",vscode,talon-filetree-commands,NULL
tree git,NULL,"
user.run_rpc_command(""talon-filetree.toggleGitIgnoredFiles"")",vscode,talon-filetree-commands,NULL
tree current,NULL,"
user.run_rpc_command(""talon-filetree.revealCurrentFile"")",vscode,talon-filetree-commands,NULL
tree hunt <user.letters> [for <user.text>],NULL,"
user.run_rpc_command_and_wait(""talon-filetree.findInFolder"", letters)
insert(text or """")",vscode,talon-filetree-commands,NULL
(eye | i) (hover | [cursor] move),"command, user.dictation_command",user.move_cursor_to_gaze_point(),global,talon-gaze-ocr,NULL
(eye | i) [left] (touch | click),"command, user.dictation_command","
user.move_cursor_to_gaze_point()
mouse_click(0)",global,talon-gaze-ocr,NULL
(eye | i) [left] double (touch | click),"command, user.dictation_command","
user.move_cursor_to_gaze_point()
mouse_click(0)
mouse_click(0)",global,talon-gaze-ocr,NULL
(eye | i) right (touch | click),"command, user.dictation_command","
user.move_cursor_to_gaze_point()
mouse_click(1)",global,talon-gaze-ocr,NULL
(eye | i) middle (touch | click),"command, user.dictation_command","
user.move_cursor_to_gaze_point()
mouse_click(2)",global,talon-gaze-ocr,NULL
(eye | i) <user.modifiers> (touch | click),"command, user.dictation_command","
user.move_cursor_to_gaze_point()
key(""{modifiers}:down"")
mouse_click(0)
key(""{modifiers}:up"")",global,talon-gaze-ocr,NULL
(eye | i) scroll up,"command, user.dictation_command","
user.move_cursor_to_gaze_point(0, 40)
user.mouse_scroll_up()",global,talon-gaze-ocr,NULL
(eye | i) scroll up half,"command, user.dictation_command","
user.move_cursor_to_gaze_point(0, 40)
user.mouse_scroll_up(0.5)",global,talon-gaze-ocr,NULL
(eye | i) scroll down,"command, user.dictation_command","
user.move_cursor_to_gaze_point(0, -40)
user.mouse_scroll_down()",global,talon-gaze-ocr,NULL
(eye | i) scroll down half,"command, user.dictation_command","
user.move_cursor_to_gaze_point(0, -40)
user.mouse_scroll_down(0.5)",global,talon-gaze-ocr,NULL
(eye | i) scroll left,"command, user.dictation_command","
user.move_cursor_to_gaze_point(40, 0)
user.mouse_scroll_left()",global,talon-gaze-ocr,NULL
(eye | i) scroll left half,"command, user.dictation_command","
user.move_cursor_to_gaze_point(40, 0)
user.mouse_scroll_left(0.5)",global,talon-gaze-ocr,NULL
(eye | i) scroll right,"command, user.dictation_command","
user.move_cursor_to_gaze_point(-40, 0)
user.mouse_scroll_right()",global,talon-gaze-ocr,NULL
(eye | i) scroll right half,"command, user.dictation_command","
user.move_cursor_to_gaze_point(-40, 0)
user.mouse_scroll_right(0.5)",global,talon-gaze-ocr,NULL
ocr show [text],"command, user.dictation_command","user.show_ocr_overlay(""text"")",global,talon-gaze-ocr,NULL
ocr show [text] near <user.timestamped_prose>,"command, user.dictation_command","user.show_ocr_overlay(""text"", timestamped_prose)",global,talon-gaze-ocr,NULL
ocr show boxes,"command, user.dictation_command","user.show_ocr_overlay(""boxes"")",global,talon-gaze-ocr,NULL
(hover (seen | scene) | cursor move) <user.timestamped_prose>$,"command, user.dictation_command",user.move_cursor_to_word(timestamped_prose),global,talon-gaze-ocr,NULL
left (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.click_text(timestamped_prose)",global,talon-gaze-ocr,NULL
lucky [left] (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.click_text_without_disambiguation(timestamped_prose)",global,talon-gaze-ocr,NULL
screen [left] (touch | click) <user.onscreen_text>$,"command, user.dictation_command","
user.click_text(onscreen_text)",global,talon-gaze-ocr,NULL
[left] double (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.double_click_text(timestamped_prose)",global,talon-gaze-ocr,NULL
right (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.right_click_text(timestamped_prose)",global,talon-gaze-ocr,NULL
middle (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.middle_click_text(timestamped_prose)",global,talon-gaze-ocr,NULL
<user.modifiers> (touch | click) <user.timestamped_prose>$,"command, user.dictation_command","
user.modifier_click_text(modifiers, timestamped_prose)",global,talon-gaze-ocr,NULL
(go before | pre (seen | scene)) <user.timestamped_prose>$,"command, user.dictation_command","user.move_text_cursor_to_word(timestamped_prose, ""before"")",global,talon-gaze-ocr,NULL
(go after | post (seen | scene)) <user.timestamped_prose>$,"command, user.dictation_command","user.move_text_cursor_to_word(timestamped_prose, ""after"")",global,talon-gaze-ocr,NULL
I take <user.prose_range>$,"command, user.dictation_command","
user.perform_ocr_action(""select"", """", prose_range)",global,talon-gaze-ocr,NULL
{user.ocr_actions} [{user.ocr_modifiers}] (seen | scene) <user.prose_range>$,"command, user.dictation_command","
user.perform_ocr_action(ocr_actions, ocr_modifiers or """", prose_range)",global,talon-gaze-ocr,NULL
replace [{user.ocr_modifiers}] [seen | scene] <user.prose_range> with <user.prose>$,"command, user.dictation_command","
user.replace_text(ocr_modifiers or """", prose_range, prose)",global,talon-gaze-ocr,NULL
[go] before <user.timestamped_prose> say <user.prose>$,"command, user.dictation_command","
user.insert_adjacent_to_text(timestamped_prose, ""before"", prose)",global,talon-gaze-ocr,NULL
[go] after <user.timestamped_prose> say <user.prose>$,"command, user.dictation_command","
user.insert_adjacent_to_text(timestamped_prose, ""after"", prose)",global,talon-gaze-ocr,NULL
phones [word] (seen | scene) <user.timestamped_prose>$,"command, user.dictation_command","
user.change_text_homophone(timestamped_prose)",global,talon-gaze-ocr,NULL
append with <user.timestamped_prose_only>$,"command, user.dictation_command","
user.append_text(timestamped_prose_only)",global,talon-gaze-ocr,NULL
prepend with <user.timestamped_prose_only>$,"command, user.dictation_command","
user.prepend_text(timestamped_prose_only)",global,talon-gaze-ocr,NULL
insert with <user.timestamped_prose_only>$,"command, user.dictation_command","
user.insert_text_difference(timestamped_prose_only)",global,talon-gaze-ocr,NULL
revise with <user.timestamped_prose_only>$,"command, user.dictation_command","
user.revise_text(timestamped_prose_only)",global,talon-gaze-ocr,NULL
(revise from <user.timestamped_prose_only> | revise with <user.timestamped_prose_only> cursor)$,"command, user.dictation_command","
user.revise_text_starting_with(timestamped_prose_only)",global,talon-gaze-ocr,NULL
revise through <user.timestamped_prose_only>$,"command, user.dictation_command","
user.revise_text_ending_with(timestamped_prose_only)",global,talon-gaze-ocr,NULL
ocr tracker on,"command, user.dictation_command",user.connect_ocr_eye_tracker(),global,talon-gaze-ocr,NULL
ocr tracker off,"command, user.dictation_command",user.disconnect_ocr_eye_tracker(),global,talon-gaze-ocr,NULL
choose <number_small>,"command, user.dictation_command",user.choose_gaze_ocr_option(number_small),global,talon-gaze-ocr,NULL
choose to,"command, user.dictation_command",user.choose_gaze_ocr_option(2),global,talon-gaze-ocr,NULL
numbers hide,"command, user.dictation_command",user.hide_gaze_ocr_options(),global,talon-gaze-ocr,NULL
[option] {user.talon_hud_choices},NULL,user.hud_activate_choice(talon_hud_choices),global,talon_hud,NULL
option {user.talon_hud_numerical_choices}+$,NULL,user.hud_activate_choices(talon_hud_numerical_choices_list),global,talon_hud,NULL
option {user.talon_hud_numerical_choices}+ {user.talon_hud_choices}$,NULL,"
user.hud_activate_choices(talon_hud_numerical_choices_list)
user.hud_activate_choice(talon_hud_choices)",global,talon_hud,NULL
{user.talon_hud_widget_enabled_voice_commands},NULL,user.hud_activate_enabled_voice_command(talon_hud_widget_enabled_voice_commands),global,talon_hud,NULL
^head up (show|open)$,NULL,user.hud_enable(),global,talon_hud,NULL
^head up theme {user.talon_hud_themes}$,NULL,user.hud_switch_theme(talon_hud_themes),global,talon_hud,NULL
^head up (drop|stop|confirm)$,NULL,"user.hud_set_setup_mode(""*"", """")",global,talon_hud,NULL
^head up cancel$,NULL,"user.hud_set_setup_mode(""*"", ""cancel"")",global,talon_hud,NULL
^head up (hide|close)$,NULL,user.hud_disable(),global,talon_hud,NULL
^head up (show|open) {user.talon_hud_widget_names}$,NULL,user.hud_enable_id(talon_hud_widget_names),global,talon_hud,NULL
^head up (hide|close) {user.talon_hud_widget_names}$,NULL,user.hud_disable_id(talon_hud_widget_names),global,talon_hud,NULL
^head up resize {user.talon_hud_widget_names}$,NULL,"user.hud_set_setup_mode(talon_hud_widget_names, ""dimension"")",global,talon_hud,NULL
^head up expand {user.talon_hud_widget_names}$,NULL,"user.hud_set_setup_mode(talon_hud_widget_names, ""limit"")",global,talon_hud,NULL
^head up text scale {user.talon_hud_widget_names}$,NULL,"user.hud_set_setup_mode(talon_hud_widget_names, ""font_size"")",global,talon_hud,NULL
^head up drag {user.talon_hud_widget_names}+$,NULL,"
user.hud_set_setup_mode_multi(talon_hud_widget_names_list, ""position"")",global,talon_hud,NULL
^head up basic {user.talon_hud_widget_names}$,NULL,"user.hud_set_widget_preference(talon_hud_widget_names, ""show_animations"", 0)",global,talon_hud,NULL
^head up fancy {user.talon_hud_widget_names}$,NULL,"user.hud_set_widget_preference(talon_hud_widget_names, ""show_animations"", 1)",global,talon_hud,NULL
^head up hide {user.talon_hud_widget_names} on sleep$,NULL,"user.hud_set_widget_preference(talon_hud_widget_names, ""sleep_enabled"", 0)",global,talon_hud,NULL
^head up show {user.talon_hud_widget_names} on sleep$,NULL,"user.hud_set_widget_preference(talon_hud_widget_names, ""sleep_enabled"", 1)",global,talon_hud,NULL
